model_name,metric_name,k,pass_rate
deepseek-ai/DeepSeek-V3,pass_tb,3,0.9642857142857143
deepseek-ai/DeepSeek-V3,pass_tb,4,0.9642857142857143
deepseek-ai/DeepSeek-V3,pass_tb,5,0.9642857142857143
meta-llama/Llama-3-70b-chat-hf,pass_compile,1,0.7999999999999999
meta-llama/Llama-3-70b-chat-hf,pass_compile,2,0.8392857142857143
meta-llama/Llama-3-70b-chat-hf,pass_compile,3,0.8678571428571429
meta-llama/Llama-3-70b-chat-hf,pass_compile,4,0.8857142857142858
meta-llama/Llama-3-70b-chat-hf,pass_compile,5,0.8928571428571429
meta-llama/Llama-3-70b-chat-hf,pass_parse,1,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,2,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,3,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,4,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,5,1.0
meta-llama/Llama-3-70b-chat-hf,pass_synth,1,0.6071428571428571
meta-llama/Llama-3-70b-chat-hf,pass_synth,2,0.6357142857142858
meta-llama/Llama-3-70b-chat-hf,pass_synth,3,0.6571428571428571
meta-llama/Llama-3-70b-chat-hf,pass_synth,4,0.6714285714285715
meta-llama/Llama-3-70b-chat-hf,pass_synth,5,0.6785714285714286
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,1,0.6071428571428571
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,2,0.6357142857142858
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,3,0.6571428571428571
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,4,0.6714285714285715
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,5,0.6785714285714286
meta-llama/Llama-3-70b-chat-hf,pass_tb,1,0.7999999999999999
meta-llama/Llama-3-70b-chat-hf,pass_tb,2,0.8392857142857143
meta-llama/Llama-3-70b-chat-hf,pass_tb,3,0.8678571428571429
meta-llama/Llama-3-70b-chat-hf,pass_tb,4,0.8857142857142858
meta-llama/Llama-3-70b-chat-hf,pass_tb,5,0.8928571428571429
meta-llama/Llama-3-8b-chat-hf,pass_compile,1,0.3071428571428571
meta-llama/Llama-3-8b-chat-hf,pass_compile,2,0.33571428571428574
meta-llama/Llama-3-8b-chat-hf,pass_compile,3,0.34285714285714286
meta-llama/Llama-3-8b-chat-hf,pass_compile,4,0.35000000000000003
meta-llama/Llama-3-8b-chat-hf,pass_compile,5,0.35714285714285715
meta-llama/Llama-3-8b-chat-hf,pass_parse,1,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,2,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,3,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,4,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,5,1.0
meta-llama/Llama-3-8b-chat-hf,pass_synth,1,0.09285714285714285
meta-llama/Llama-3-8b-chat-hf,pass_synth,2,0.1285714285714286
meta-llama/Llama-3-8b-chat-hf,pass_synth,3,0.1571428571428571
meta-llama/Llama-3-8b-chat-hf,pass_synth,4,0.18571428571428572
meta-llama/Llama-3-8b-chat-hf,pass_synth,5,0.21428571428571427
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,1,0.09285714285714285
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,2,0.1285714285714286
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,3,0.1571428571428571
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,4,0.18571428571428572
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,5,0.21428571428571427
meta-llama/Llama-3-8b-chat-hf,pass_tb,1,0.3071428571428571
meta-llama/Llama-3-8b-chat-hf,pass_tb,2,0.33571428571428574
meta-llama/Llama-3-8b-chat-hf,pass_tb,3,0.34285714285714286
meta-llama/Llama-3-8b-chat-hf,pass_tb,4,0.35000000000000003
meta-llama/Llama-3-8b-chat-hf,pass_tb,5,0.35714285714285715
