model_name,metric_name,k,pass_rate
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,3,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,4,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,5,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_tb,1,0.5364705882352941
meta-llama/Llama-3-70b-chat-hf,pass_tb,2,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_tb,3,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_tb,4,0.5411764705882353
meta-llama/Llama-3-70b-chat-hf,pass_tb,5,0.5411764705882353
meta-llama/Llama-3-8b-chat-hf,pass_compile,1,0.7270588235294118
meta-llama/Llama-3-8b-chat-hf,pass_compile,2,0.7411764705882353
meta-llama/Llama-3-8b-chat-hf,pass_compile,3,0.7470588235294118
meta-llama/Llama-3-8b-chat-hf,pass_compile,4,0.7505882352941177
meta-llama/Llama-3-8b-chat-hf,pass_compile,5,0.7529411764705882
meta-llama/Llama-3-8b-chat-hf,pass_parse,1,0.9835294117647058
meta-llama/Llama-3-8b-chat-hf,pass_parse,2,0.9870588235294119
meta-llama/Llama-3-8b-chat-hf,pass_parse,3,0.9882352941176471
meta-llama/Llama-3-8b-chat-hf,pass_parse,4,0.9882352941176471
meta-llama/Llama-3-8b-chat-hf,pass_parse,5,0.9882352941176471
meta-llama/Llama-3-8b-chat-hf,pass_synth,1,0.7058823529411765
meta-llama/Llama-3-8b-chat-hf,pass_synth,2,0.7176470588235294
meta-llama/Llama-3-8b-chat-hf,pass_synth,3,0.7235294117647059
meta-llama/Llama-3-8b-chat-hf,pass_synth,4,0.7270588235294118
meta-llama/Llama-3-8b-chat-hf,pass_synth,5,0.7294117647058823
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,1,0.4494117647058824
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,2,0.4564705882352941
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,3,0.46117647058823535
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,4,0.46588235294117647
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,5,0.47058823529411764
meta-llama/Llama-3-8b-chat-hf,pass_tb,1,0.4494117647058824
meta-llama/Llama-3-8b-chat-hf,pass_tb,2,0.4564705882352941
meta-llama/Llama-3-8b-chat-hf,pass_tb,3,0.46117647058823535
meta-llama/Llama-3-8b-chat-hf,pass_tb,4,0.46588235294117647
meta-llama/Llama-3-8b-chat-hf,pass_tb,5,0.47058823529411764
